Syllable,Vruta ID,Number of Syllables in Verse,Syllable Position in Verse,Ganam Position in Verse,Syllable Position in Ganam,Previous Syllable Origin,Next Syllable Origin,Current Syllable Origin,Previous Syllable Matra,Next syllable Matra,Current Syllable Matra,Previous Syllable Joint,Next Syllable Joint,Current Syllable Joint,Number of Syllables in Ganam,Yati,Yati Position,Distance from Yati,Total Matra in Ganam,Total Matra in Verse,Duration
ka,1,14,8,4,1,40,42,15,1,2,1,0,0,0,3,0,7,1,4,20,0.279297
ri,1,14,9,4,2,15,20,42,1,1,2,0,1,0,3,0,7,2,4,20,0.422312
chhu,1,14,10,4,3,42,47,20,2,1,1,0,0,1,3,0,7,3,4,20,0.281241
va,1,14,11,5,1,20,34,47,1,2,1,1,0,0,2,0,7,4,3,20,0.179794
na,1,14,12,5,2,47,19,34,1,1,2,0,1,0,2,0,7,5,3,20,0.421322
ngi,1,14,13,6,1,34,34,19,2,2,1,0,0,1,2,0,7,6,3,20,0.250432
naan,1,14,14,6,2,19,34,34,1,1,2,1,0,0,2,0,7,7,3,20,0.483872
ni,1,14,1,1,1,34,30,34,2,1,1,0,0,0,3,0,7,-6,3,16,0.281241
thya,1,14,2,1,2,34,47,30,1,1,1,0,0,0,3,0,7,-5,3,16,0.263618
vu,1,14,3,1,3,30,40,47,1,1,1,0,0,0,3,0,7,-4,3,16,0.200176
mu,1,14,4,2,1,47,48,40,1,1,1,0,0,0,2,0,7,-3,2,16,0.183399
sha,1,14,5,2,2,40,50,48,1,1,1,0,0,0,2,0,7,-2,2,16,0.208768
syu,1,14,6,3,1,48,48,50,1,1,1,0,0,0,2,0,7,-1,2,16,0.250432
sha,1,14,7,3,2,50,50,48,1,1,1,0,0,0,2,1,7,0,2,16,0.239642
syu,1,14,8,4,1,48,30,50,1,2,1,0,0,0,3,0,7,1,4,16,0.281241
tddaa,1,14,9,4,2,50,41,30,1,1,2,0,0,0,3,0,7,2,4,16,0.444312
ya,1,14,10,4,3,30,15,41,2,1,1,0,0,0,3,0,7,3,4,16,0.243647
ku,1,14,11,5,1,41,44,15,1,1,1,0,0,0,2,0,7,4,2,16,0.185877
li,1,14,12,5,2,15,20,44,1,2,1,0,0,0,2,0,7,5,2,16,0.269046
choo,1,14,13,6,1,44,30,20,1,1,2,0,0,0,2,0,7,6,3,16,0.433313
thu,1,14,14,6,2,20,39,30,2,2,1,0,0,0,2,0,7,7,3,16,0.281241
bha,1,14,1,1,1,30,15,39,1,1,2,0,0,0,3,0,7,-6,5,24,0.423313
kthi,1,14,2,1,2,39,15,15,2,2,1,0,0,0,3,0,7,-5,5,24,0.266732
kai,1,14,3,1,3,15,15,15,1,2,2,0,1,0,3,0,7,-4,5,24,0.376563
kko,1,14,4,2,1,15,34,15,2,1,2,0,1,1,2,0,7,-3,3,24,0.423412
ndu,1,14,5,2,2,15,50,34,2,2,1,1,0,1,2,0,7,-2,3,24,0.231865
sa,1,14,6,3,1,34,34,50,1,2,2,1,1,0,2,0,7,-1,4,24,0.431312
ndhyaa,1,14,7,3,2,50,47,34,2,2,2,0,0,1,2,1,7,0,4,24,0.597392
va,1,14,8,4,1,34,34,47,2,1,2,1,1,0,3,0,7,1,5,24,0.431312
ndha,1,14,9,4,2,47,34,34,2,2,1,0,0,1,3,0,7,2,5,24,0.250432
nam,1,14,10,4,3,34,20,34,1,2,2,1,0,0,3,0,7,3,5,24,0.413412
chey,1,14,11,5,1,34,30,20,2,1,2,0,0,0,2,0,7,4,3,24,0.433412
tha,1,14,12,5,2,20,48,30,2,2,1,0,0,0,2,0,7,5,3,24,0.174335
shee,1,14,13,6,1,30,48,48,1,2,2,0,0,0,2,0,7,6,4,24,0.432313
sham,1,14,14,6,2,48,22,48,2,1,2,0,0,0,2,0,7,7,4,24,0.474872
ja,1,14,1,1,1,48,34,22,2,1,1,0,0,0,3,0,7,-6,3,19,0.250432
na,1,14,2,1,2,22,15,34,1,1,1,0,0,0,3,0,7,-5,3,19,0.216336
ka,1,14,3,1,3,34,22,15,1,1,1,0,0,0,3,0,7,-4,3,19,0.189294
ja,1,14,4,2,1,15,34,22,1,1,1,0,0,0,2,0,7,-3,2,19,0.181025
na,1,14,5,2,2,22,34,34,1,1,1,0,0,0,2,0,7,-2,2,19,0.233757
ni,1,14,6,3,1,34,40,34,1,2,1,0,0,0,2,0,7,-1,3,19,0.187791
maar,1,14,7,3,2,34,20,40,1,1,2,0,0,0,2,1,7,0,3,19,0.534312
cha,1,14,8,4,1,40,42,20,2,1,1,0,0,0,3,0,7,1,4,19,0.252392
ra,1,14,9,4,2,20,34,42,1,2,1,0,0,0,3,0,7,2,4,19,0.192226
naam,1,14,10,4,3,42,38,34,1,1,2,0,0,0,3,0,7,3,4,19,0.39962
bu,1,14,11,5,1,34,22,38,2,2,1,0,0,0,2,0,7,4,3,19,0.1781
jam,1,14,12,5,2,38,47,22,1,2,2,0,0,0,2,0,7,5,3,19,0.423322
va,1,14,13,6,1,22,34,47,2,2,2,0,1,0,2,0,7,6,4,19,0.421313
ndhi,1,14,14,6,2,47,20,34,2,1,2,0,1,1,2,0,7,7,4,19,0.466542
chha,1,14,1,1,1,34,34,20,2,1,1,1,0,1,3,0,7,-6,3,21,0.277405
nu,1,14,2,1,2,20,22,34,1,1,1,1,0,0,3,0,7,-5,3,21,0.202397
ja,1,14,3,1,3,34,34,22,1,2,1,0,0,0,3,0,7,-4,3,21,0.176669
noo,1,14,4,2,1,22,25,34,1,2,2,0,0,0,2,0,7,-3,4,21,0.423412
dum,1,14,5,2,2,34,20,25,2,2,2,0,0,0,2,0,7,-2,4,21,0.424312
cheer,1,14,6,3,1,25,34,20,2,1,2,0,1,0,2,0,7,-1,3,21,0.453312
nnu,1,14,7,3,2,20,36,34,2,1,1,0,0,1,2,1,7,0,3,21,0.293304
pau,1,14,8,4,1,34,42,36,1,1,1,1,0,0,3,0,7,1,3,21,0.250432
ra,1,14,9,4,2,36,15,42,1,2,1,0,0,0,3,0,7,2,3,21,0.214392
kaa,1,14,10,4,3,42,42,15,1,2,2,0,0,0,3,0,7,3,3,21,0.423412
rya,1,14,11,5,1,15,19,42,2,1,2,0,1,0,2,0,7,4,3,21,0.423412
nga,1,14,12,5,2,42,44,19,2,2,1,0,0,1,2,0,7,5,3,21,0.250432
le,1,14,13,6,1,19,44,44,1,2,2,1,1,0,2,0,7,6,4,21,0.420313
llaam,1,14,14,6,2,44,20,44,2,2,2,0,0,1,2,0,7,7,4,21,0.494872
chi,1,14,1,1,1,44,56,20,2,2,2,1,1,0,3,0,7,-6,5,23,0.423313
nthi,1,14,2,1,2,20,20,56,2,1,2,0,1,1,3,0,7,-5,5,23,0.426457
chhu,1,14,3,1,3,56,32,20,2,2,1,1,0,1,3,0,7,-4,5,23,0.271293
ddann,1,14,4,2,1,20,25,32,1,1,2,1,0,0,2,0,7,-3,3,23,0.443412
da,1,14,5,2,2,32,34,25,2,2,1,0,0,0,2,0,7,-2,3,23,0.208577
nii,1,14,6,3,1,25,30,34,1,1,2,0,0,0,2,0,7,-1,3,23,0.433312
thi,1,14,7,3,2,34,34,30,2,2,1,0,0,0,2,1,7,0,3,23,0.221842
nii,1,14,8,4,1,30,19,34,1,2,2,0,1,0,3,0,7,1,5,23,0.433312
ngaa,1,14,9,4,2,34,30,19,2,1,2,0,0,1,3,0,7,2,5,23,0.400835
the,1,14,10,4,3,19,44,30,2,2,1,1,0,0,3,0,7,3,5,23,0.214978
loo,1,14,11,5,1,30,15,44,1,2,2,0,0,0,2,0,7,4,4,23,0.423412
kam,1,14,12,5,2,44,30,15,2,1,2,0,0,0,2,0,7,5,4,23,0.423322
tha,1,14,13,6,1,15,34,30,2,2,1,0,0,0,2,0,7,6,3,23,0.267722
nkal,1,14,14,6,2,30,50,34,1,2,2,0,0,0,2,0,7,7,3,23,0.484872
sa,1,14,1,1,1,34,56,50,2,1,2,0,1,0,3,0,7,-6,5,21,0.421313
ntha,1,14,2,1,2,50,30,56,2,2,1,0,0,1,3,0,7,-5,5,21,0.250432
tham,1,14,3,1,3,56,42,30,1,1,2,1,0,0,3,0,7,-4,5,21,0.433412
ra,1,14,4,2,1,30,24,42,2,2,1,0,0,0,2,0,7,-3,3,21,0.250432
nji,1,14,5,2,2,42,36,24,1,2,2,0,1,0,2,0,7,-2,3,21,0.424312
ppi,1,14,6,3,1,24,20,36,2,1,2,0,1,1,2,0,7,-1,3,21,0.443312
chhu,1,14,7,3,2,36,32,20,2,2,1,1,0,1,2,1,7,0,3,21,0.310885
ddar,1,14,8,4,1,20,40,32,1,1,2,1,0,0,3,0,7,1,3,21,0.443312
ma,1,14,9,4,2,32,36,40,2,2,1,0,0,0,3,0,7,2,3,21,0.24529
paa,1,14,10,4,3,40,44,36,1,1,2,0,0,0,3,0,7,3,3,21,0.423412
la,1,14,11,5,1,36,34,44,2,2,1,0,0,0,2,0,7,4,3,21,0.184618
nam,1,14,12,5,2,44,20,34,1,2,2,0,0,0,2,0,7,5,3,21,0.423322
chey,1,14,13,6,1,34,30,20,2,1,2,0,0,0,2,0,7,6,3,21,0.433313
thu,1,14,14,6,2,20,38,30,2,2,1,0,0,0,2,0,7,7,3,21,0.281241
ba,1,14,1,1,1,30,34,38,1,2,2,0,1,0,3,0,7,-6,5,24,0.421313
nnthu,1,14,2,1,2,38,15,34,2,1,2,0,1,1,3,0,7,-5,5,24,0.483248
kka,1,14,3,1,3,34,44,15,2,2,1,1,0,1,3,0,7,-4,5,24,0.212279
loo,1,14,4,2,1,15,25,44,1,2,2,1,0,0,2,0,7,-3,4,24,0.423412
dum,1,14,5,2,2,44,17,25,2,1,2,0,0,0,2,0,7,-2,4,24,0.424312
gu,1,14,6,3,1,25,42,17,2,1,1,0,0,0,2,0,7,-1,2,24,0.166229
ru,1,14,7,3,2,17,39,42,1,2,1,0,0,0,2,1,7,0,2,24,0.201417
bhuu,1,14,8,4,1,42,30,39,1,2,2,0,0,0,3,0,7,1,5,24,0.443312
tha,1,14,9,4,2,39,34,30,2,2,2,0,1,0,3,0,7,2,5,24,0.424312
nmaa,1,14,10,4,3,30,42,34,2,2,2,0,0,1,3,0,7,3,5,24,0.502195
roo,1,14,11,5,1,34,25,42,2,2,2,1,0,0,2,0,7,4,4,24,0.423412
dum,1,14,12,5,2,42,20,25,2,2,2,0,0,0,2,0,7,5,4,24,0.423322
cheer,1,14,13,6,1,25,34,20,2,1,2,0,1,0,2,0,7,6,3,24,0.443313
nnu,1,14,14,6,2,20,50,34,2,2,1,0,0,1,2,0,7,7,3,24,0.250432
sa,1,14,1,1,1,34,56,50,1,2,2,1,1,0,3,0,7,-6,6,22,0.421313
nthu,1,14,2,1,2,50,48,56,2,2,2,0,1,1,3,0,7,-5,6,22,0.473917
shtaa,1,14,3,1,3,56,30,48,2,1,2,1,0,1,3,0,7,-4,6,22,0.453412
tma,1,14,4,2,1,48,34,30,2,2,1,1,0,0,2,0,7,-3,3,22,0.250432
naa,1,14,5,2,2,30,40,34,1,2,2,0,0,0,2,0,7,-2,3,22,0.424312
mru,1,14,6,3,1,34,48,40,2,1,2,0,1,0,2,0,7,-1,3,22,0.433312
shta,1,14,7,3,2,40,39,48,2,2,1,0,0,1,2,1,7,0,3,22,0.281241
bhoo,1,14,8,4,1,48,22,39,1,1,2,1,0,0,3,0,7,1,4,22,0.443312
ja,1,14,9,4,2,39,34,22,2,2,1,0,0,0,3,0,7,2,4,22,0.186779
nam,1,14,10,4,3,22,15,34,1,1,2,0,0,0,3,0,7,3,4,22,0.423412
ka,1,14,11,5,1,34,46,15,2,2,1,0,0,0,2,0,7,4,3,22,0.207631
zhi,1,14,12,5,2,15,20,46,1,1,2,0,1,0,2,0,7,5,3,22,0.423322
chha,1,14,13,6,1,46,33,20,2,1,1,0,0,1,2,0,7,6,2,22,0.263228
dha,1,14,14,6,2,20,33,33,1,2,1,1,0,0,2,0,7,7,2,22,0.250432
dhar,1,14,1,1,1,33,40,33,1,1,2,0,1,0,3,0,7,-6,5,23,0.423313
mma,1,14,2,1,2,33,48,40,2,2,1,0,0,1,3,0,7,-5,5,23,0.200489
shaas,1,14,3,1,3,40,30,48,1,2,2,1,0,0,3,0,7,-4,5,23,0.432378
thraa,1,14,4,2,1,48,32,30,2,1,2,0,0,0,2,0,7,-3,3,23,0.40863
ddi,1,14,5,2,2,30,36,32,2,1,1,0,0,0,2,0,7,-2,3,23,0.254996
pu,1,14,6,3,1,32,42,36,1,2,1,0,0,0,2,0,7,-1,3,23,0.200176
raa,1,14,7,3,2,36,34,42,1,2,2,0,0,0,2,1,7,0,3,23,0.524312
nee,1,14,8,4,1,42,30,34,2,1,2,0,0,0,3,0,7,1,5,23,0.433312
thi,1,14,9,4,2,34,51,30,2,2,1,0,0,0,3,0,7,2,5,23,0.168349
haa,1,14,10,4,3,30,50,51,1,2,2,0,0,0,3,0,7,3,5,23,0.423412
sa,1,14,11,5,1,51,19,50,2,2,2,0,1,0,2,0,7,4,4,23,0.421412
ngal,1,14,12,5,2,50,15,19,2,2,2,0,0,1,2,0,7,5,4,23,0.499276
kee,1,14,13,6,1,19,30,15,2,1,2,1,1,0,2,0,7,6,3,23,0.423313
ttu,1,14,14,6,2,15,34,30,2,2,1,0,0,1,2,0,7,7,3,23,0.29321
nir,1,14,1,1,1,30,40,34,1,1,2,1,1,0,3,0,7,-6,4,21,0.423313
mma,1,14,2,1,2,34,44,40,2,1,1,0,0,1,3,0,7,-5,4,21,0.276397
la,1,14,3,1,3,40,38,44,1,1,1,1,0,0,3,0,7,-4,4,21,0.158631
bra,1,14,4,2,1,44,51,38,1,2,1,0,0,0,2,0,7,-3,3,21,0.232283
hmaa,1,14,5,2,2,38,34,51,1,2,2,0,0,0,2,0,7,-2,3,21,0.481383
na,1,14,6,3,1,51,34,34,2,1,2,0,1,0,2,0,7,-1,3,21,0.430312
ndha,1,14,7,3,2,34,44,34,2,2,1,0,0,1,2,1,7,0,3,21,0.281241
lii,1,14,8,4,1,34,34,44,1,1,2,1,0,0,3,0,7,1,4,21,0.433312
na,1,14,9,4,2,44,20,34,2,2,1,0,0,0,3,0,7,2,4,21,0.199947
chee ,1,14,10,4,3,34,30,20,1,1,2,0,0,0,3,0,7,3,4,21,0.443412
tha,1,14,11,5,1,20,50,30,2,2,1,0,0,0,2,0,7,4,3,21,0.161155
saa,1,14,12,5,2,30,34,50,1,1,2,0,0,0,2,0,7,5,3,21,0.401286
ni,1,14,13,6,1,50,30,34,2,2,1,0,0,0,2,0,7,6,3,21,0.250432
thyam,1,14,14,6,2,34,36,30,1,1,2,0,0,0,2,0,7,7,3,21,0.526518
pa,1,14,1,1,1,30,42,36,2,1,1,0,0,0,3,0,7,-6,4,20,0.159625
ra,1,14,2,1,2,36,40,42,1,2,1,0,0,0,3,0,7,-5,4,20,0.200176
man,1,14,3,1,3,42,36,40,1,1,2,0,0,0,3,0,7,-4,4,20,0.423412
pa,1,14,4,2,1,40,42,36,2,2,1,0,0,0,2,0,7,-3,3,20,0.199463
raa,1,14,5,2,2,36,36,42,1,1,2,0,0,0,2,0,7,-2,3,20,0.375334
pa,1,14,6,3,1,42,42,36,2,2,1,0,0,0,2,0,7,-1,3,20,0.178319
ran,1,14,7,3,2,36,36,42,1,1,2,0,0,0,2,1,7,0,3,20,0.524312
pa,1,14,8,4,1,42,42,36,2,1,1,0,0,0,3,0,7,1,4,20,0.200176
ra,1,14,9,4,2,36,38,42,1,1,1,0,0,0,3,0,7,2,4,20,0.255975
bra,1,14,10,4,3,42,51,38,1,2,1,0,0,0,3,0,7,3,4,20,0.250432
hmaa,1,14,11,5,1,38,16,51,1,2,2,0,0,0,2,0,7,4,4,20,0.436879
khyan,1,14,12,5,2,51,36,16,2,1,2,0,0,0,2,0,7,5,4,20,0.42998
pa,1,14,13,6,1,16,42,36,2,2,1,0,0,0,2,0,7,6,3,20,0.200176
ran,1,14,14,6,2,36,36,42,1,1,2,0,0,0,2,0,7,7,3,20,0.447237
pu,1,14,1,1,1,42,42,36,2,1,1,0,0,0,3,0,7,-6,4,20,0.200176
ru,1,14,2,1,2,36,48,42,1,2,1,0,0,0,3,0,7,-5,4,20,0.200176
shan,1,14,3,1,3,42,36,48,1,1,2,0,0,0,3,0,7,-4,4,20,0.456195
pa,1,14,4,2,1,48,42,36,2,1,1,0,0,0,2,0,7,-3,2,20,0.200176
ra,1,14,5,2,2,36,40,42,1,2,1,0,0,0,2,0,7,-2,2,20,0.2146
maa,1,14,6,3,1,42,30,40,1,2,2,0,0,0,2,0,7,-1,4,20,0.433312
tmaa,1,14,7,3,2,40,36,30,2,1,2,0,0,0,2,1,7,0,4,20,0.537176
pa,1,14,8,4,1,30,42,36,2,1,1,0,0,0,3,0,7,1,4,20,0.153066
ra,1,14,9,4,2,36,40,42,1,2,1,0,0,0,3,0,7,2,4,20,0.153864
maa,1,14,10,4,3,42,34,40,1,2,2,0,0,0,3,0,7,3,4,20,0.423412
na,1,14,11,5,1,40,34,34,2,1,2,0,1,0,2,0,7,4,3,20,0.420412
ndha,1,14,12,5,2,34,40,34,2,2,1,0,0,1,2,0,7,5,3,20,0.296931
moor,1,14,13,6,1,34,30,40,1,1,2,1,1,0,2,0,7,6,3,20,0.450787
tthi,1,14,14,6,2,40,39,30,2,2,1,0,0,1,2,0,7,7,3,20,0.250432
bhoo,1,14,1,1,1,30,40,39,1,1,2,1,0,0,3,0,7,-6,5,22,0.433313
mi,1,14,2,1,2,39,41,40,2,2,1,0,0,0,3,0,7,-5,5,22,0.154877
yil,1,14,3,1,3,40,40,41,1,1,2,0,0,0,3,0,7,-4,5,22,0.423412
ma,1,14,4,2,1,41,34,40,2,1,1,0,0,0,2,0,7,-3,2,22,0.201528
nu,1,14,5,2,2,40,48,34,1,1,1,0,0,0,2,0,7,-2,2,22,0.200176
shya,1,14,6,3,1,34,34,48,1,2,1,0,0,0,2,0,7,-1,3,22,0.250432
naa,1,14,7,3,2,48,41,34,1,1,2,0,0,0,2,1,7,0,3,22,0.524312
ya,1,14,8,4,1,34,47,41,2,1,1,0,0,0,3,0,7,1,4,22,0.174733
va,1,14,9,4,2,41,30,47,1,2,1,0,0,0,3,0,7,2,4,22,0.176134
thaa,1,14,10,4,3,47,42,30,1,2,2,0,0,0,3,0,7,3,4,22,0.433412
ram,1,14,11,5,1,30,20,42,2,2,2,0,0,0,2,0,7,4,4,22,0.423412
chey,1,14,12,5,2,42,30,20,2,2,2,0,0,0,2,0,7,5,4,22,0.433322
thee,1,14,13,6,1,20,47,30,2,2,2,0,0,0,2,0,7,6,4,22,0.402376
vam,1,14,14,6,2,30,39,47,2,2,2,0,0,0,2,0,7,7,4,22,0.442944
bhoo,1,14,1,1,1,47,40,39,2,1,2,0,0,0,3,0,7,-6,5,22,0.433313
mi,1,14,2,1,2,39,36,40,2,2,1,0,0,0,3,0,7,-5,5,22,0.181167
paa,1,14,3,1,3,40,44,36,1,1,2,0,0,0,3,0,7,-4,5,22,0.423412
la,1,14,4,2,1,36,15,44,2,1,1,0,0,0,2,0,7,-3,2,22,0.246742
ka,1,14,5,2,2,44,47,15,1,2,1,0,0,0,2,0,7,-2,2,22,0.205526
vri,1,14,6,3,1,15,30,47,1,1,2,0,1,0,2,0,7,-1,3,22,0.433312
tthi,1,14,7,3,2,47,15,30,2,2,1,0,0,1,2,1,7,0,3,22,0.258811
kai,1,14,8,4,1,30,15,15,1,2,2,1,1,0,3,0,7,1,5,22,0.432312
kko,1,14,9,4,2,15,34,15,2,1,2,0,1,1,3,0,7,2,5,22,0.424312
ndu,1,14,10,4,3,15,47,34,2,2,1,1,0,1,3,0,7,3,5,22,0.295349
vaa,1,14,11,5,1,34,34,47,1,2,2,1,0,0,2,0,7,4,4,22,0.423412
nii,1,14,12,5,2,47,25,34,2,1,2,0,0,0,2,0,7,5,4,22,0.423322
di,1,14,13,6,1,34,34,25,2,2,1,0,0,0,2,0,7,6,3,22,0.246631
naan,1,14,14,6,2,25,20,34,1,2,2,0,0,0,2,0,7,7,3,22,0.484872
chee ,1,14,1,1,1,34,30,20,2,1,2,0,0,0,3,0,7,-6,5,22,0.453411
tha,1,14,2,1,2,20,50,30,2,2,1,0,0,0,3,0,7,-5,5,22,0.200176
saa,1,14,3,1,3,30,47,50,1,1,2,0,0,0,3,0,7,-4,5,22,0.419178
vi,1,14,4,2,1,50,20,47,2,2,1,0,0,0,2,0,7,-3,3,22,0.197332
chaa,1,14,5,2,2,47,42,20,1,2,2,0,0,0,2,0,7,-2,3,22,0.402195
ri,1,14,6,3,1,20,20,42,2,1,2,0,1,0,2,0,7,-1,3,22,0.431312
chhu,1,14,7,3,2,42,15,20,2,2,1,0,0,1,2,1,7,0,3,22,0.320021
kaan,1,14,8,4,1,20,15,15,1,1,2,1,0,0,3,0,7,1,4,22,0.442312
ki,1,14,9,4,2,15,44,15,2,2,1,0,0,0,3,0,7,2,4,22,0.250432
loo,1,14,10,4,3,15,36,44,1,1,2,0,0,0,3,0,7,3,4,22,0.381106
pa,1,14,11,5,1,44,42,36,2,1,1,0,0,0,2,0,7,4,2,22,0.169184
ra,1,14,12,5,2,36,40,42,1,2,1,0,0,0,2,0,7,5,2,22,0.183159
maar,1,14,13,6,1,42,30,40,1,2,2,0,0,0,2,0,7,6,4,22,0.425406
tdam,1,14,14,6,2,40,40,30,2,2,2,0,0,0,2,0,7,7,4,22,0.43943
mee,1,14,1,1,1,30,30,40,2,1,2,0,0,0,3,0,7,-6,5,25,0.423313
thu,1,14,2,1,2,40,40,30,2,2,1,0,0,0,3,0,7,-5,5,25,0.216954
mee,1,14,3,1,3,30,20,40,1,2,2,0,0,0,3,0,7,-4,5,25,0.423412
che,1,14,4,2,1,40,41,20,2,2,2,0,1,0,2,0,7,-3,4,25,0.423412
yyu,1,14,5,2,2,20,34,41,2,2,2,0,1,1,2,0,7,-2,4,25,0.401566
nnoo,1,14,6,3,1,41,34,34,2,2,2,1,0,1,2,0,7,-1,4,25,0.452312
na,1,14,7,3,2,34,44,34,2,2,2,1,1,0,2,1,7,0,4,25,0.512312
lli,1,14,8,4,1,34,44,44,2,2,2,0,1,1,3,0,7,1,6,25,0.439826
lla,1,14,9,4,2,44,44,44,2,2,2,1,1,1,3,0,7,2,6,25,0.423312
lloo,1,14,10,4,3,44,47,44,2,1,2,1,0,1,3,0,7,3,6,25,0.433412
vi,1,14,11,5,1,44,15,47,2,2,1,1,0,0,2,0,7,4,3,25,0.209234
kaa ,1,14,12,5,2,47,42,15,1,1,2,0,0,0,2,0,7,5,3,25,0.433322
ra,1,14,13,6,1,15,47,42,2,2,1,0,0,0,2,0,7,6,3,25,0.23076
vum,1,14,14,6,2,42,20,47,1,2,2,0,0,0,2,0,7,7,3,25,0.518718
chi,1,14,1,1,1,47,56,20,2,2,2,0,1,0,3,0,7,-6,6,23,0.423313
nthi,1,14,2,1,2,20,15,56,2,2,2,0,1,1,3,0,7,-5,6,23,0.42921
kkil,1,14,3,1,3,56,36,15,2,1,2,1,0,1,3,0,7,-4,6,23,0.397917
pa,1,14,4,2,1,15,42,36,2,1,1,1,0,0,2,0,7,-3,2,23,0.200176
ri,1,14,5,2,2,36,34,42,1,2,1,0,0,0,2,0,7,-2,2,23,0.189559
naa,1,14,6,3,1,42,40,34,1,1,2,0,0,0,2,0,7,-1,3,23,0.433312
ma,1,14,7,3,2,34,40,40,2,2,1,0,0,0,2,1,7,0,3,23,0.250432
mi,1,14,8,4,1,40,44,40,1,2,2,0,1,0,3,0,7,1,5,23,0.421312
llaa,1,14,9,4,2,40,30,44,2,1,2,0,0,1,3,0,7,2,5,23,0.426231
tho,1,14,10,4,3,44,42,30,2,2,1,1,0,0,3,0,7,3,5,23,0.250432
raa,1,14,11,5,1,30,30,42,1,2,2,0,0,0,2,0,7,4,4,23,0.423412
thmaa,1,14,12,5,2,42,34,30,2,2,2,0,0,0,2,0,7,5,4,23,0.441782
na,1,14,13,6,1,30,34,34,2,1,2,0,1,0,2,0,7,6,3,23,0.420313
ndha,1,14,14,6,2,34,40,34,2,2,1,0,0,1,2,0,7,7,3,23,0.281241
me ,1,14,1,1,1,34,56,40,1,1,2,1,1,0,3,0,7,-6,4,22,0.423313
ntho,1,14,2,1,2,40,42,56,2,1,1,0,0,1,3,0,7,-5,4,22,0.294168
ru,1,14,3,1,3,56,40,42,1,1,1,1,0,0,3,0,7,-4,4,22,0.20304
ma,1,14,4,2,1,42,51,40,1,2,1,0,0,0,2,0,7,-3,3,22,0.200176
haa,1,14,5,2,2,40,40,51,1,2,2,0,0,0,2,0,7,-2,3,22,0.424312
maa,1,14,6,3,1,51,41,40,2,1,2,0,0,0,2,0,7,-1,3,22,0.393569
ya,1,14,7,3,2,40,47,41,2,1,1,0,0,0,2,1,7,0,3,22,0.281241
vai,1,14,8,4,1,41,39,47,1,1,1,0,0,0,3,0,7,1,3,22,0.250432
bha,1,14,9,4,2,47,47,39,1,2,1,0,0,0,3,0,7,2,3,22,0.188651
vam,1,14,10,4,3,39,20,47,1,2,2,0,0,0,3,0,7,3,3,22,0.423412
chi,1,14,11,5,1,47,30,20,2,2,2,0,0,0,2,0,7,4,4,22,0.423412
thram,1,14,12,5,2,20,20,30,2,2,2,0,0,0,2,0,7,5,4,22,0.443322
chi,1,14,13,6,1,30,30,20,2,2,2,0,0,0,2,0,7,6,4,22,0.423313
thram,1,14,14,6,2,20,1,30,2,2,2,0,0,0,2,0,7,7,4,22,0.494872
a,1,14,1,1,1,30,15,1,2,2,2,0,1,0,3,0,7,-6,6,20,0.388145
kkaa,1,14,2,1,2,1,44,15,2,2,2,0,0,1,3,0,7,-5,6,20,0.443322
lam,1,14,3,1,3,15,47,44,2,1,2,1,0,0,3,0,7,-4,6,20,0.386286
vi,1,14,4,2,1,44,48,47,2,2,1,0,0,0,2,0,7,-3,3,20,0.200176
shwaa,1,14,5,2,2,47,40,48,1,2,2,0,0,0,2,0,7,-2,3,20,0.477357
mi,1,14,6,3,1,48,30,40,2,1,2,0,0,0,2,0,7,-1,3,20,0.431312
thra,1,14,7,3,2,40,34,30,2,2,1,0,0,0,2,1,7,0,3,20,0.250432
naa,1,14,8,4,1,30,15,34,1,1,2,0,0,0,3,0,7,1,4,20,0.433312
ki,1,14,9,4,2,34,41,15,2,1,1,0,0,0,3,0,7,2,4,20,0.151034
ya,1,14,10,4,3,15,40,41,1,1,1,0,0,0,3,0,7,3,4,20,0.249954
mu,1,14,11,5,1,41,34,40,1,1,1,0,0,0,2,0,7,4,2,20,0.248442
ni,1,14,12,5,2,40,15,34,1,1,1,0,0,0,2,0,7,5,2,20,0.279337
ku,1,14,13,6,1,34,44,15,1,1,1,0,0,0,2,0,7,6,2,20,0.200176
la,1,14,14,6,2,15,40,44,1,1,1,0,0,0,2,0,7,7,2,20,0.250432
mu,1,14,1,1,1,44,16,40,1,1,1,0,0,0,3,0,7,-6,3,21,0.250432
khya,1,14,2,1,2,40,34,16,1,1,1,0,0,0,3,0,7,-5,3,21,0.263868
nu,1,14,3,1,3,16,40,34,1,1,1,0,0,0,3,0,7,-4,3,21,0.151355
ma,1,14,4,2,1,34,41,40,1,1,1,0,0,0,2,0,7,-3,2,21,0.161882
yo0,1,14,5,2,2,40,33,41,1,2,1,0,0,0,2,0,7,-2,2,21,0.250432
dhya,1,14,6,3,1,41,15,33,1,2,2,0,1,0,2,0,7,-1,4,21,0.508943
kkaa,1,14,7,3,2,33,40,15,2,2,2,0,1,1,2,1,7,0,4,21,0.632792
mmaa,1,14,8,4,1,15,42,40,2,1,2,1,0,1,3,0,7,1,5,21,0.539884
re,1,14,9,4,2,40,46,42,2,2,1,1,0,0,3,0,7,2,5,21,0.174161
zhu,1,14,10,4,3,42,34,46,1,2,2,0,1,0,3,0,7,3,5,21,0.423412
